family,genus,species,taxonomic.rank,taxon,habitat,feeding.mode,tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Liparidae,Liparis,liparis liparis,S,Liparis liparis liparis,demersal,benthivorous,3.59,elongated,rounded,0.77,1.50,non-guarder,1.0,500,13,0.68,15,2.0
Liparidae,Liparis,liparis liparis,S,Liparis liparis liparis,demersal,benthivorous,3.59,elongated,rounded,0.77,1.50,non-guarder,1.0,500,13,0.68,15,2.0
Liparidae,Liparis,liparis liparis,S,Liparis liparis liparis,demersal,benthivorous,3.59,elongated,rounded,0.77,1.50,non-guarder,1.0,500,13,0.68,15,2.0
Liparidae,Liparis,liparis liparis,S,Liparis liparis liparis,demersal,benthivorous,3.59,elongated,rounded,0.77,1.50,non-guarder,1.0,500,13,0.68,15,2.0
Liparidae,Liparis,marmoratus,S,Liparis marmoratus,demersal,generalist,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.30,29,5.3
Liparidae,Liparis,marmoratus,S,Liparis marmoratus,demersal,generalist,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,26,5.3
Liparidae,Liparis,montagui,S,Liparis montagui,demersal,benthivorous,3.45,elongated,rounded,0.77,1.11,non-guarder,1.0,700,13,0.68,12,2.0
Liparidae,Liparis,montagui,S,Liparis montagui,demersal,benthivorous,3.45,elongated,rounded,0.77,1.11,non-guarder,1.0,700,13,0.68,12,2.0
Liparidae,Liparis,montagui,S,Liparis montagui,demersal,benthivorous,3.45,elongated,rounded,0.77,1.11,non-guarder,1.0,700,13,0.68,12,2.0
Liparidae,Liparis,montagui,S,Liparis montagui,demersal,benthivorous,3.45,elongated,rounded,0.77,1.11,non-guarder,1.0,700,13,0.68,12,2.0
Liparidae,Liparis,ochotensis,S,Liparis ochotensis,demersal,generalist,3.36,elongated,rounded,0.77,1.40,non-guarder,2.1,2795,13,0.68,60,5.3
Liparidae,Liparis,ochotensis,S,Liparis ochotensis,demersal,generalist,3.36,elongated,rounded,0.77,1.40,non-guarder,2.1,2795,20,0.30,60,5.3
Liparidae,Liparis,ochotensis,S,Liparis ochotensis,demersal,generalist,3.36,elongated,rounded,0.77,1.40,non-guarder,2.1,2795,20,0.30,60,5.3
Liparidae,Liparis,ochotensis,S,Liparis ochotensis,demersal,generalist,3.36,elongated,rounded,0.77,1.40,non-guarder,2.1,2795,13,0.68,60,5.3
Liparidae,Liparis,pulchellus,S,Liparis pulchellus,demersal,generalist,3.62,elongated,rounded,0.89,1.31,non-guarder,2.1,5398,20,0.30,25,5.3
Liparidae,Liparis,pulchellus,S,Liparis pulchellus,demersal,generalist,3.62,elongated,rounded,0.89,1.31,non-guarder,2.1,5398,20,0.30,25,5.3
Liparidae,Liparis,pulchellus,S,Liparis pulchellus,demersal,generalist,3.62,elongated,rounded,0.89,1.31,non-guarder,2.1,5398,20,0.30,25,5.3
Liparidae,Liparis,tunicatus,S,Liparis tunicatus,demersal,benthivorous,3.50,fusiform,rounded,0.84,1.31,non-guarder,2.1,5398,20,0.30,20,5.3
Liparidae,Liparis,tunicatus,S,Liparis tunicatus,demersal,benthivorous,3.50,fusiform,rounded,0.84,1.31,non-guarder,2.1,5398,13,0.68,20,5.3
Liparidae,Liparis,tunicatus,S,Liparis tunicatus,demersal,benthivorous,3.50,fusiform,rounded,0.84,1.31,non-guarder,2.1,5398,13,0.68,20,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.30,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.30,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,15,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.30,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,13,0.68,29,5.3
Liparidae,Liparis,,G,Liparis,demersal,benthivorous,3.51,elongated,rounded,0.77,1.31,non-guarder,2.1,5398,20,0.30,29,5.3
Liparidae,Lipariscus,nanus,S,Lipariscus nanus,benthopelagic,benthivorous,3.72,elongated,rounded,0.22,1.31,non-guarder,3.2,2712,18,0.53,7,5.0
Liparidae,Lipariscus,nanus,S,Lipariscus nanus,benthopelagic,benthivorous,3.72,elongated,rounded,0.22,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,18,0.53,7,5.0
Liparidae,Nectoliparis,pelagicus,S,Nectoliparis pelagicus,bathypelagic,benthivorous,3.72,elongated,rounded,0.52,1.31,non-guarder,3.2,2712,23,0.35,7,5.0
Liparidae,Paraliparis,bathybius,S,Paraliparis bathybius,bathydemersal,benthivorous,3.72,elongated,rounded,0.52,4.50,non-guarder,3.0,428,18,0.53,25,9.0
Liparidae,Paraliparis,bathybius,S,Paraliparis bathybius,bathydemersal,benthivorous,4.29,elongated,rounded,0.24,4.50,non-guarder,3.0,428,18,0.53,25,9.0
Liparidae,Paraliparis,bathybius,S,Paraliparis bathybius,bathypelagic,benthivorous,4.29,elongated,rounded,0.24,4.50,non-guarder,3.0,428,18,0.53,25,9.0
Liparidae,Paraliparis,calidus,S,Paraliparis calidus,bathydemersal,planktivorous,3.49,elongated,pointed,0.19,1.60,non-guarder,3.0,428,18,0.53,14,9.0
Liparidae,Paraliparis,calidus,S,Paraliparis calidus,bathydemersal,planktivorous,3.49,elongated,pointed,0.19,1.60,non-guarder,3.0,428,18,0.53,14,9.0
Liparidae,Paraliparis,cephalus,S,Paraliparis cephalus,bathydemersal,planktivorous,4.29,elongated,rounded,0.82,1.60,non-guarder,3.0,428,23,0.35,8,9.0
Liparidae,Paraliparis,cephalus,S,Paraliparis cephalus,bathydemersal,planktivorous,4.29,elongated,rounded,0.82,1.60,non-guarder,3.0,428,23,0.35,8,9.0
Liparidae,Paraliparis,cephalus,S,Paraliparis cephalus,bathydemersal,planktivorous,4.29,elongated,rounded,0.82,1.60,non-guarder,3.0,428,23,0.35,8,9.0
Liparidae,Paraliparis,cephalus,S,Paraliparis cephalus,bathydemersal,planktivorous,4.29,elongated,rounded,0.82,1.60,non-guarder,3.0,428,23,0.35,8,9.0
Liparidae,Paraliparis,copei copei,S,Paraliparis copei copei,bathydemersal,planktivorous,3.60,elongated,pointed,0.50,1.60,non-guarder,3.0,428,18,0.53,23,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,12,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,12,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,12,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,12,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,12,9.0
Liparidae,Paraliparis,dactylosus,S,Paraliparis dactylosus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,12,9.0
Liparidae,Paraliparis,deani,S,Paraliparis deani,bathydemersal,planktivorous,4.29,elongated,rounded,0.39,1.60,non-guarder,3.0,428,23,0.35,10,9.0
Liparidae,Paraliparis,garmani,S,Paraliparis garmani,bathydemersal,benthivorous,3.50,elongated,rounded,0.86,1.60,non-guarder,3.0,428,18,0.53,14,9.0
Liparidae,Paraliparis,holomelas,S,Paraliparis holomelas,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,10,9.0
Liparidae,Paraliparis,membranaceus,S,Paraliparis membranaceus,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,6,9.0
Liparidae,Paraliparis,pectoralis,S,Paraliparis pectoralis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,22,9.0
Liparidae,Paraliparis,pectoralis,S,Paraliparis pectoralis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,22,9.0
Liparidae,Paraliparis,pectoralis,S,Paraliparis pectoralis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,22,9.0
Liparidae,Paraliparis,rosaceus,S,Paraliparis rosaceus,bathydemersal,planktivorous,4.29,elongated,rounded,0.33,1.60,non-guarder,3.0,428,23,0.35,40,9.0
Liparidae,Paraliparis,rosaceus,S,Paraliparis rosaceus,bathydemersal,planktivorous,4.29,elongated,rounded,0.33,1.60,non-guarder,3.0,428,23,0.35,40,9.0
Liparidae,Paraliparis,ulochir,S,Paraliparis ulochir,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,10,9.0
Liparidae,Paraliparis,ulochir,S,Paraliparis ulochir,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,10,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,15,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,19,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,19,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,15,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,15,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,15,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,18,0.53,19,9.0
Liparidae,Paraliparis,,G,Paraliparis,bathydemersal,planktivorous,4.29,elongated,rounded,0.44,1.60,non-guarder,3.0,428,23,0.35,19,9.0
Liparidae,Rhinoliparis,attenuatus,S,Rhinoliparis attenuatus,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,11,5.0
Liparidae,Rhinoliparis,attenuatus,S,Rhinoliparis attenuatus,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,11,5.0
Liparidae,Rhinoliparis,attenuatus,S,Rhinoliparis attenuatus,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,11,5.0
Liparidae,Rhinoliparis,barbulifer,S,Rhinoliparis barbulifer,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,9,5.0
Liparidae,Rhinoliparis,barbulifer,S,Rhinoliparis barbulifer,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,9,5.0
Liparidae,Rhinoliparis,,G,Rhinoliparis,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,10,8.0
Liparidae,Rhinoliparis,,G,Rhinoliparis,bathydemersal,benthivorous,3.72,elongated,rounded,0.08,1.31,non-guarder,3.2,2712,23,0.35,10,8.0
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,bathydemersal,benthivorous,3.55,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,8.0
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,bathydemersal,benthivorous,3.55,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,8.0
Liparidae,Rhodichthys,regina,S,Rhodichthys regina,bathydemersal,benthivorous,3.55,elongated,rounded,0.74,1.31,non-guarder,3.2,55,18,0.53,31,5.0
Liparidae,Temnocora,candida,S,Temnocora candida,bathydemersal,benthivorous,3.58,elongated,rounded,0.54,3.75,non-guarder,4.8,15,26,0.43,11,8.0
Liparidae,Temnocora,candida,S,Temnocora candida,bathydemersal,benthivorous,3.58,elongated,rounded,0.54,3.75,non-guarder,4.8,15,26,0.43,11,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,38,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,23,0.35,25,6.7
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,23,0.35,25,6.7
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,23,0.35,24,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,38,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,30,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,30,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,30,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,18,0.53,25,8.0
Liparidae,,,F,Liparidae,bathydemersal,benthivorous,3.72,elongated,rounded,0.58,1.31,non-guarder,3.2,2712,23,0.35,25,6.7
Lobotidae,Lobotes,surinamensis,S,Lobotes surinamensis,benthopelagic,generalist,4.04,compressiform,truncate,1.71,,non-guarder,1.0,444473,70,0.68,59,3.0
Lobotidae,Lobotes,surinamensis,S,Lobotes surinamensis,benthopelagic,generalist,4.04,compressiform,truncate,1.71,,non-guarder,1.0,444473,70,0.68,59,3.0
Lophiidae,Lophiodes,reticulatus,S,Lophiodes reticulatus,bathydemersal,piscivorous,4.27,fusiform,rounded,,2.70,non-guarder,5.4,1540891,155,0.09,25,13.4
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,152,0.10,112,30.0
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,152,0.10,112,30.0
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,152,0.10,112,30.0
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,197,0.06,112,30.0
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,197,0.06,112,30.0
Lophiidae,Lophius,americanus,S,Lophius americanus,demersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1540891,197,0.06,112,30.0
Lophiidae,Lophius,budegassa,S,Lophius budegassa,bathydemersal,piscivorous,4.41,fusiform,rounded,,1.80,non-guarder,8.2,200000,98,0.09,93,21.0
Lophiidae,Lophius,budegassa,S,Lophius budegassa,bathydemersal,piscivorous,4.41,fusiform,rounded,,1.80,non-guarder,8.2,200000,98,0.08,93,21.0
Lophiidae,Lophius,budegassa,S,Lophius budegassa,bathydemersal,piscivorous,4.41,fusiform,rounded,,1.80,non-guarder,8.2,200000,98,0.09,93,21.0
Lophiidae,Lophius,budegassa,S,Lophius budegassa,bathydemersal,piscivorous,4.41,fusiform,rounded,,1.80,non-guarder,8.2,200000,98,0.09,93,21.0
Lophiidae,Lophius,budegassa,S,Lophius budegassa,bathydemersal,piscivorous,4.41,fusiform,rounded,,1.80,non-guarder,8.2,200000,96,0.12,93,21.0
Lophiidae,Lophius,gastrophysus,S,Lophius gastrophysus,bathydemersal,piscivorous,4.49,fusiform,rounded,,2.70,non-guarder,5.4,1540891,155,0.09,60,13.4
Lophiidae,Lophius,gastrophysus,S,Lophius gastrophysus,bathydemersal,piscivorous,4.49,fusiform,rounded,,2.70,non-guarder,5.4,1540891,152,0.10,60,13.4
Lophiidae,Lophius,gastrophysus,S,Lophius gastrophysus,bathydemersal,piscivorous,4.49,fusiform,rounded,,2.70,non-guarder,5.4,1540891,180,0.07,60,13.4
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,162,0.09,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,122,0.17,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,148,0.09,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,139,0.09,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,piscatorius,S,Lophius piscatorius,bathydemersal,piscivorous,4.45,fusiform,rounded,,2.70,non-guarder,4.5,1500000,142,0.10,140,24.0
Lophiidae,Lophius,,G,Lophius,bathydemersal,piscivorous,4.47,fusiform,rounded,,2.70,non-guarder,5.4,1232946,155,0.09,101,10.0
Lophotidae,Eumecichthys,fiski,S,Eumecichthys fiski,bathypelagic,piscivorous,4.50,eel-like,rounded,0.72,2.55,non-guarder,,1232946,,,150,
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,79,0.12,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,79,0.12,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,79,0.12,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,79,0.12,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,82,0.11,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,9.0,2500000,82,0.11,69,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,82,0.11,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,86,0.09,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,82,0.11,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,82,0.11,120,20.0
Lotidae,Brosme,brosme,S,Brosme brosme,demersal,generalist,3.90,elongated,rounded,1.30,1.35,non-guarder,7.0,2500000,80,0.13,120,20.0
Lotidae,Ciliata,mustela,S,Ciliata mustela,demersal,generalist,3.50,elongated,rounded,1.00,0.82,non-guarder,1.0,19500,99,0.08,25,3.0
Lotidae,Ciliata,mustela,S,Ciliata mustela,demersal,generalist,3.50,elongated,rounded,1.00,0.82,non-guarder,1.0,19500,77,0.14,25,3.0
Lotidae,Ciliata,mustela,S,Ciliata mustela,demersal,generalist,3.50,elongated,rounded,1.00,0.82,non-guarder,1.0,19500,102,0.11,25,3.0
Lotidae,Ciliata,mustela,S,Ciliata mustela,demersal,generalist,3.50,elongated,rounded,1.00,0.82,non-guarder,1.0,19500,102,0.11,25,3.0
Lotidae,Ciliata,septentrionalis,S,Ciliata septentrionalis,demersal,planktivorous,3.50,elongated,rounded,0.63,0.82,non-guarder,1.0,19500,102,0.11,12,3.0
Lotidae,Ciliata,septentrionalis,S,Ciliata septentrionalis,demersal,planktivorous,3.50,elongated,rounded,0.63,0.82,non-guarder,1.0,19500,99,0.08,12,3.0
Lotidae,Ciliata,septentrionalis,S,Ciliata septentrionalis,demersal,planktivorous,3.50,elongated,rounded,0.63,0.82,non-guarder,1.0,19500,102,0.11,12,3.0
Lotidae,Ciliata,septentrionalis,S,Ciliata septentrionalis,demersal,planktivorous,3.50,elongated,rounded,0.63,0.82,non-guarder,1.0,19500,102,0.11,12,3.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,37,0.23,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,37,0.23,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,37,0.23,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,40,0.22,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,40,0.22,36,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,40,0.22,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,36,0.20,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,43,0.25,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,40,0.22,41,9.0
Lotidae,Enchelyopus,cimbrius,S,Enchelyopus cimbrius,demersal,benthivorous,3.53,elongated,rounded,0.78,0.82,non-guarder,3.0,500000,40,0.22,41,9.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,1644668,27,0.60,45,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,45,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,3,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,42,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,3,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,3,10.0
Lotidae,Gaidropsarus,argentatus,S,Gaidropsarus argentatus,bathydemersal,generalist,3.39,elongated,rounded,0.90,1.27,non-guarder,4.0,2500000,27,0.60,3,10.0
Lotidae,Gaidropsarus,biscayensis,S,Gaidropsarus biscayensis,benthopelagic,benthivorous,3.57,elongated,rounded,0.72,0.78,non-guarder,2.8,2500000,27,0.60,40,8.0
Lotidae,Gaidropsarus,biscayensis,S,Gaidropsarus biscayensis,benthopelagic,benthivorous,3.57,elongated,rounded,0.72,0.78,non-guarder,2.8,2500000,27,0.60,40,8.0
Lotidae,Gaidropsarus,ensis,S,Gaidropsarus ensis,benthopelagic,generalist,3.38,elongated,rounded,1.93,0.78,non-guarder,2.8,703839,27,0.60,42,8.0
Lotidae,Gaidropsarus,ensis,S,Gaidropsarus ensis,benthopelagic,generalist,3.38,elongated,rounded,1.93,0.78,non-guarder,2.8,703839,27,0.60,42,8.0
